id,url,title,summary,published,imageurl,source,score,adverb_count,adjective_count,noun_count,pronoun_count,verb_count,apiname
1195,https://sports.ndtv.com/cricket/after-rahul-dravid-another-india-great-refuses-to-apply-for-indian-cricket-team-coachs-job-report-5669684,"After Rahul Dravid, Another India Great Refuses To Apply For Head Coach's Job: Report - NDTV Sports",The race for the next Indian cricket team coach is getting intersting.,2024-05-16 01:35:38,"https://c.ndtvimg.com/2023-09/eeckbolo_rahul-dravid-rohit-sharma-afp_625x300_17_September_23.jpg?im=FaceCrop,algorithm=dnn,width=1200,height=675",NDTV News,3.4729236748365156e-09,11,18,115,10,59,
1196,https://www.hindustantimes.com/india-news/weather-updates-imd-predicts-heatwave-in-delhi-punjab-up-other-states-till-may-18-101715818277105.html,"Weather updates: IMD predicts heatwave in Delhi, Punjab, UP other states till May 18 - Hindustan Times","IMD predicted that heatwave conditions will return to Northwest India and Delhi-NCR over the weekend, with temperatures predicted to touch 45 degrees. | Latest News India",2024-05-16 00:59:58,https://www.hindustantimes.com/ht-img/img/2024/05/16/1600x900/-p-44-C-plus--Andhra--Telangana--Odisha-reel-under_1713418177771_1715821050056.jpg,Hindustan Times,4.8076575581097844e-139,15,36,134,1,58,
1197,https://www.hindustantimes.com/world-news/russias-vladimir-putin-arrives-in-china-for-state-visit-in-show-of-unity-between-allies-101715820388934.html,Russia's Vladimir Putin arrives in China for state visit in show of unity between allies - Hindustan Times,"Russian President Vladimir Putin landed in Beijing on Thursday for a two-day visit to China, in a show of strength between authoritarian allies. | World News",2024-05-16 00:55:59,https://www.hindustantimes.com/ht-img/img/2024/05/16/1600x900/UKRAINE-CRISIS-PUTIN-MILITARY-16_1715820772523_1715820814188.JPG,Hindustan Times,2.1619892171122153e-06,28,116,313,27,148,
1198,https://timesofindia.indiatimes.com/home/science/sun-shoots-out-biggest-solar-flare-in-almost-2-decades/articleshow/110167515.cms,Sun shoots out biggest solar flare in almost 2 decades - The Times of India,"Science News: CAPE CANAVERAL: The sun produced its biggest flare in nearly two decades on Tuesday, just days after severe solar storms pummeled Earth and created da.",2024-05-16 05:59:00,"https://static.toiimg.com/thumb/msid-110167915,width-1070,height-580,imgsize-94002,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",The Times of India,6.219628009190051e-10,11,21,74,5,44,
1236,https://www.news18.com/business/gold-rate-rises-in-india-check-22-carat-price-in-your-city-on-may-17-8893635.html,Gold Rate Falls In India: Check 22 Carat Price In Your City On May 17 - News18,"Gold Rate Today: Check gold prices in different cities on May 17, 2024 in Rs/10 grams",2024-05-17 06:24:58,https://images.news18.com/ibnlive/uploads/2024/05/image-2024-05-01t183311.025-2024-05-40626025fc6e28b07aadd06a1a83bea9-16x9.jpg?impolicy=website&width=1200&height=675,News18,0.999966282407482,2,20,91,0,23,
1199,https://sports.ndtv.com/ipl-2024/ipl-2024-play-off-scenarios-rain-threatens-to-wash-out-srh-vs-gt-game-heres-how-it-will-impact-csk-rcb-5676939,IPL 2024 Play-off Scenarios: It's Raining In Hyderabad Ahead Of SRH vs GT Game. How It'll Impact Pla.. - NDTV Sports,"IPL 2024 Play-off Scenarios: The real race is between CSK (14 points in 13 matches, NRR +0.528), RCB (12 points in 13 matches, NRR +0.387) and SRH (14 points in 12 matches, NRR +0.406).",2024-05-16 11:57:00,https://c.ndtvimg.com/2024-05/knmdssv_rain-hyderabad_625x300_16_May_24.jpg,NDTV News,4.1881451264950735e-05,14,26,98,11,49,
1200,https://www.news18.com/football/sunil-chhetri-announces-international-retirement-india-vs-kuwait-match-on-june-6-to-be-his-game-last-for-the-country-8892344.html,‘The Match Against Kuwait is the Last’: Sunil Chhetri Announces International Retirement - News18,"Indian football star Sunil Chhetri has announced that he will play his last international match on June 6 in India’s second-round World Cup Qualifier match against Kuwait at the Salt Lake Stadium, Kolkata.",2024-05-16 11:49:24,https://images.news18.com/ibnlive/uploads/2024/01/sunil-chhetri_afc-asian-cup-2024-01-1ee871c82cae4a2368b4557b51fdd134-16x9.png?impolicy=website&width=1200&height=675,News18,0.9996045826956017,103,117,316,149,296,
1201,https://www.123telugu.com/mnews/prabhas-kalki-2898-ad-massive-update-revealed-by-the-team.html,Prabhas’ Kalki 2898 AD: Massive update revealed by the team - 123telugu,"Telugu cinema news, Movie reviews, OTT News, OTT Release dates, Latest Movie reviews in Telugu, telugu movie reviews, Box office collections",2024-05-16 11:30:00,https://www.123telugu.com/content/wp-content/themes/123telugu/images/logo.gif,123telugu.com,8.946391090686829e-19,3,15,65,3,26,
1202,https://economictimes.indiatimes.com/markets/stocks/news/vedanta-to-raise-upto-rs-8500-cr-co-announces-first-fy25-interim-dividend-of-rs-11-per-share/articleshow/110179126.cms,Vedanta to raise upto Rs 8500 cr; announces first FY25 interim dividend of Rs 11 per share - The Economic Times,"This will amount to a total payout of Rs 4,089 crore. May 25 has been fixed as the record date for payment of dividend.  The announcements were made after market hours and the stock had ended at Rs 433.60 on the NSE — down by Rs 3.80 or 0.87% over Wednesdays …",2024-05-16 11:15:13,"https://img.etimg.com/thumb/msid-110179171,width-1200,height-630,imgsize-38150,overlay-etmarkets/photo.jpg",The Times of India,3.192493174029852e-18,6,20,96,4,34,
1203,https://www.deccanherald.com/technology/iqoo-z9x-with-dual-camera-launched-in-india-3025094,iQOO Z9x with dual-camera launched in India - Deccan Herald,,2024-05-16 10:56:19,https://images.deccanherald.com/deccanherald%2F2024-05%2F976bdef4-d8ab-4edd-b569-a0bea115ecf7%2FiQOO_Z9x_CS_1.jpg?w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop,Deccan Herald,1.2177155997331761e-26,3,19,54,2,7,
1204,https://www.ndtv.com/india-news/priyanka-gandhi-asked-about-swati-maliwal-assault-case-her-guarded-reply-5676697,Priyanka Gandhi Asked About Swati Maliwal Assault Case. Her Guarded Reply - NDTV,Congress leader Priyanka Gandhi Vadra had a guarded response to a question on the row surrounding the alleged assault of Aam Aadmi Party (AAP) MP and former chairperson of Delhi Commission for Women Swati Maliwal that has put AAP in a spot,2024-05-16 10:42:35,https://c.ndtvimg.com/2023-01/nna81ljg_swati-maliwal_625x300_02_January_23.jpg,NDTV News,0.054471510524090126,25,24,267,31,117,
1205,https://sports.ndtv.com/cricket/ricky-ponting-ipl-coach-ex-india-pacer-report-reveals-choices-for-team-india-head-coach-job-5669363,"Ricky Ponting, IPL Coach, Ex-India Pacer: Report Reveals Choices For Team India Head Coach Job - NDTV Sports",The Board of Control for Cricket in India (BCCI) is looking for a new head coach for the men's cricket team as Rahul Dravid's stint will come to an end after the conclusion of the T20 World Cup 2024.,2024-05-16 09:56:35,"https://c.ndtvimg.com/2023-05/8395msqo_ricky-ponting-bcci_625x300_17_May_23.jpg?im=FaceCrop,algorithm=dnn,width=1200,height=675",NDTV News,1.727466966630156e-07,32,48,237,18,114,
1206,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/ipl-playoff-scenarios-two-spots-five-teams-who-has-the-best-chance-to-qualify/articleshow/110131459.cms,"IPL playoff scenarios: Two spots, five teams - who has the best chance to qualify? - The Times of India",Cricket News: Rajasthan Royals secured a spot in the top four of the Indian Premier League after Delhi Capitals defeated Lucknow Super Giants on Tuesday. With six l,2024-05-16 09:46:00,"https://static.toiimg.com/thumb/msid-110131603,width-1070,height-580,imgsize-112042,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",The Times of India,0.21268785444696603,32,55,134,29,90,
1207,https://www.livemint.com/technology/gadgets/motorola-edge-50-fusion-launched-in-india-with-snapdragon-7s-gen-2-chipset-price-specifications-and-more-11715851771798.html,"Motorola Edge 50 Fusion launched in India with Snapdragon 7s Gen 2 chipset: Price, specifications and more | Mint - Mint","Motorola unveils the Edge 50 Fusion, featuring Android 14 with promised updates, a 6.67-inch pOLED display with 144Hz refresh rate, and Snapdragon 7s Gen 2 chip. Priced from Rs. 22,999, it offers 5,000mAh battery with 68W charging, up to 12GB RAM, 256GB stora…",2024-05-16 09:43:29,https://www.livemint.com/lm-img/img/2024/05/16/1600x900/moto_fusion_1715852330145_1715852338264.webp,Livemint,1.029884841716006e-15,15,36,146,7,48,
1208,https://timesofindia.indiatimes.com/india/dont-trust-mamata-she-can-even-go-with-bjp-congresss-adhir-ranjan-chowdhury-on-outside-support-remark/articleshow/110175263.cms,"'Don't trust Mamata, she can even go with BJP': Congress's Adhir Ranjan Chowdhury on 'outside support' re - The Times of India","India News: Talking about Mamata Banerjee's ""outside support"" to the INDIA alliance, Congress's Adhir Ranjan Chowdhary said, ""I don't trust her (Mamata). She left",2024-05-16 09:34:00,"https://static.toiimg.com/thumb/msid-110175247,width-1070,height-580,imgsize-99418,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",The Times of India,0.9999998814499199,17,9,107,23,56,
1209,https://timesofindia.indiatimes.com/videos/international/hezbollah-drone-strike-burns-idf-base-hamas-launches-attack-on-israel-from-lebanon-watch/videoshow/110175176.cms,Hezbollah Drone Strike Burns IDF Base; Hamas Launches Attack On Israel From Lebanon | Watch - The Times of India,"Israeli military confirmed that one of Hezbollah's drones launched yesterday hit a sensitive military facility near the Golani Junction in the Lower Galilee, 35 kilometers from Lebanese border. Two drones were launched in the attack, with one being d",2024-05-16 09:29:23,"https://timesofindia.indiatimes.com/photo/msid-110175176,imgsize-45222.cms",The Times of India,0.9999999617400398,1,5,23,0,12,
1210,https://www.123telugu.com/mnews/star-heroine-dislocates-her-shoulders-during-the-prep-of-her-film.html,Star heroine dislocates her shoulders during the prep of her film - 123telugu,"Telugu cinema news, Movie reviews, OTT News, OTT Release dates, Latest Movie reviews in Telugu, telugu movie reviews, Box office collections",2024-05-16 09:28:00,https://www.123telugu.com/content/wp-content/themes/123telugu/images/logo.gif,123telugu.com,0.6235494773481536,3,9,60,9,28,
1258,https://www.espncricinfo.com/story/ipl-2024-scenarios-rcb-vs-csk-for-final-playoff-spot-1434050,IPL 2024 scenarios - RCB vs CSK for final playoff spot - ESPNcricinfo,Royals also get a new lease of life for finishing in the top two after the Hyderabad washout,2024-05-17 06:26:19,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/378100/378113.6.jpg,ESPN Cric Info,0.158865611801713,19,25,118,14,57,
1211,https://www.livemint.com/elections/koi-maai-ka-laal-paida-hua-hai-jo-pm-modi-blasts-india-bloc-over-will-remove-caa-remark-lok-sabha-election-2024-11715850330236.html,'Koi maai ka laal paida hua hai jo...': PM Modi blasts INDIA bloc over 'will remove' CAA remark | Mint - Mint,"Lok Sabha Elections 2024: In Uttar Pradesh, Prime Minister Narendra Modi emphasized that even though the people of the INDIA bloc claim that they will remove CAA, “no one can do it”.",2024-05-16 09:15:23,https://www.livemint.com/lm-img/img/2024/05/16/1600x900/PTI05-16-2024-000042A-0_1715850343695_1715850381523.jpg,Livemint,0.958635059743959,18,21,154,23,81,
1212,https://www.hindustantimes.com/india-news/heatwave-alert-for-north-india-heavy-rainfall-in-south-till-may-22-imd-updates-101715849265554.html,"Heatwave alert for North India, heavy rainfall in South till May 22: IMD updates - Hindustan Times","South India braces for heavy rain with thunderstorms till May 22, while North India faces a heatwave warning, particularly Rajasthan, Punjab, Haryana and Delhi. | Latest News India",2024-05-16 09:14:20,https://www.hindustantimes.com/ht-img/img/2024/05/16/1600x900/IMd_forecast_India-Rain-heatwave_1715850259489_1715850259762.jpg,Hindustan Times,0.9999933956008006,11,37,180,0,48,
1213,https://timesofindia.indiatimes.com/videos/etimes/bollywood/aishwara-rai-bachchan-flies-for-cannes-wearing-an-arm-sling-on-her-right-hand-while-her-daughter-aaradhya-held-her-bag-internet-reacts/videoshow/110171986.cms,"Aishwara Rai Bachchan flies for Cannes wearing an arm sling on her right hand, while her daughter Aaradhya held her bag; internet reacts - The Times of India","Bollywood beauty Aishwarya Rai Bachchan and Aaradhya were spotted at Mumbai airport last night, flying to France to attend the 77th Cannes Film Festival. Aishwarya looked effortlessly gorgeous in a long coat and trousers combo. However, what caught everyone's…",2024-05-16 08:02:57,"https://timesofindia.indiatimes.com/photo/msid-110171986,imgsize-69694.cms",The Times of India,0.9963225602530454,4,7,43,6,18,
1214,https://www.deccanchronicle.com/southern-states/andhra-pradesh/ysrcp-will-form-government-once-again-in-ap-say-jagan-894201,"YSRCP will form government once again in AP, say Jagan - Deccan Chronicle",Vijayawada: Chief Minister YS Jagan Mohan Reddy on Thursday said the YSRCP would form the government in Andhra Pradesh once again after completion of counting of votes on June 4.Interacting with...,2024-05-16 07:52:17,https://www.deccanchronicle.com/h-upload/2024/05/16/1090275-jagan.webp,Deccan Chronicle,0.4786625720931676,9,24,162,23,82,
1215,https://timesofindia.indiatimes.com/india/did-not-make-any-exception-sc-refuses-to-consider-ed-objection-to-arvind-kejriwals-campaign-speech/articleshow/110170928.cms,'Did not make any exception': SC refuses to consider ED objection to Arvind Kejriwal's campaign speech - The Times of India,India News: NEW DELHI: The Supreme Court on Thursday refused to consider the Enforcement Directorate's objection against Arvind Kejriwal's statement during a poll.,2024-05-16 07:34:00,"https://static.toiimg.com/thumb/msid-110171061,width-1070,height-580,imgsize-1377000,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",The Times of India,0.9996453794103025,8,9,78,16,43,
1216,https://www.livemint.com/news/india/mumbai-traffic-alert-vehicular-movement-diverted-for-pm-modis-jahir-sabha-at-shivaji-park-details-here-11715832573028.html,Mumbai Traffic Alert! Vehicular movement diverted for PM Modi's ‘Jahir Sabha’ at Shivaji Park today. Details here | Mint - Mint,"Traffic advisory issued by Mumbai police for Jahir Sabha event in Dadar's Shivaji Park on May 17, with no parking zones declared in multiple areas. PM Modi and other dignitaries expected to attend.",2024-05-17 04:16:56,https://www.livemint.com/lm-img/img/2024/05/16/1600x900/PTI02-06-2024-000047B-0_1708909305452_1715834437905.jpg,Livemint,4.801884204639879e-258,14,21,327,2,51,
1217,https://www.hindustantimes.com/business/sundar-pichai-on-openai-launching-chatgpt-4o-one-day-prior-to-google-i-o-2024-does-not-matter-101715918498965.html,Sundar Pichai on OpenAI launching ChatGPT 4o one day prior to Google I/O 2024: ‘Does not matter’ - Hindustan Times,Sundar Pichai was also asked about the possibility of OpenAI violating Google’s terms and conditions.,2024-05-17 04:15:56,https://www.hindustantimes.com/ht-img/img/2024/05/17/1600x900/SUNDAR-PICHAI-INTERVIEW-31_1715225404826_1715918719182.jpg,Hindustan Times,0.9999842809662156,11,16,101,29,58,
1218,https://www.livelaw.in/articles/importance-of-kapil-sibals-win-as-scba-president-supreme-court-bar-association-258145,The Importance Of Kapil Sibal's Win As SCBA President - Live Law - Indian Legal News,Sibal's victory assures that the independence of the bar is in capable hands.,2024-05-17 03:43:19,https://www.livelaw.in/h-upload/2022/12/18/449811-supreme-courts-ruling-on-pmla-reconsider-vijay-madanlal-choudhary-verdict-upholding-eds-powers.webp,Livelaw.in,0.5752145104507019,39,72,308,49,155,
1219,https://www.republicworld.com/india/new-isro-video-shows-visuals-of-sun-captured-by-aditya-l1-suit-watch,New ISRO Video Shows Visuals Of Sun Captured by Aditya L1’s SUIT | Watch - Republic World,"New Delhi: The Indian Space Research Organisation (ISRO) has released visuals of the Sun captured by the Solar Ultraviolet Imaging Telescope (SUIT) instrument aboard Aditya L1. Launched on September 2 by the ISRO, Aditya L1 is India's first space based observ…",2024-05-17 03:33:00,https://img.republicworld.com/rimages/mixcollage-17-may-2024-09-01-am-3287-171591680329816_9.webp,Republic World,1.8425531302676302e-32,8,35,143,3,39,
1220,https://timesofindia.indiatimes.com/technology/gaming/garena-free-fire-max-redeem-codes-for-may-17-win-free-rewards-and-gifts/articleshow/110193188.cms,Garena Free Fire MAX redeem codes for May 17: Win free rewards and gifts - The Times of India,GAMING News: Garena Free Fire MAX offers redemption codes for exclusive rewards like weapons and skins. Players can sign in using platforms like Facebook or Google,2024-05-17 03:19:00,"https://static.toiimg.com/thumb/msid-110193232,width-1070,height-580,imgsize-55038,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",The Times of India,2.7038257625091888e-08,15,45,197,13,67,
1221,https://www.moneycontrol.com/news/business/markets/vodafone-idea-stock-may-fall-on-net-loss-widening-in-q4-kotak-maintains-sell-call-12724433.html,Vodafone Idea stock may fall on net loss widening in Q4; Kotak maintains 'sell' call - Moneycontrol,"Vodafone Idea informed that it is in discussions with a consortium of banks to raise Rs 25,000 crore and additional non-fund-based facilities of up to Rs 10,000 crore.",2024-05-17 03:15:17,https://images.moneycontrol.com/static-mcnews/2024/04/vodafone.jpg,Moneycontrol,1.1581555836154565e-10,20,60,258,17,78,
1222,https://sports.ndtv.com/ipl-2024/ipl-2024-playoffs-scenario-rcb-might-not-qualify-even-if-they-beat-csk-heres-how-5681356,IPL 2024 Playoffs Scenario: RCB Might Not Qualify Even If They Beat CSK. Here's How - NDTV Sports,The RCB vs CSK match in IPL 2024 will act as a virtual knockout contest in the race for a top 4 finish.,2024-05-17 02:27:20,"https://c.ndtvimg.com/2024-05/h83s0lr8_dhoni-and-kohli-bcci_625x300_17_May_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=675",NDTV News,0.1910447828095367,24,34,121,17,63,
1265,https://www.espncricinfo.com/story/ipl-2024-rain-threat-looms-over-rcb-csk-clash-in-bengaluru-1434107,Rain threat looms over RCB-CSK clash in Bengaluru - ESPNcricinfo,The match between RCB and CSK in Bengaluru on Saturday will decide the final playoff spot,2024-05-17 09:24:28,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/263100/263189.3.jpg,ESPN Cric Info,0.0005134956075254749,16,30,131,16,75,
1223,https://www.thehealthsite.com/diseases-conditions/hypertension/how-high-temperatures-may-impact-blood-pressure-patients-in-north-india-1092701/,World Hypertension Day: How Heat Wave May Impact Blood Pressure Patients In North India? | TheHealthSite.c - TheHealthSite,As North India grapples with blistering heat waves the onus falls on individuals healthcare providers and policymakers alike to prioritize the well-being of blood pressure patients. TheHealthSite.com,2024-05-17 02:24:00,https://st1.thehealthsite.com/wp-content/uploads/2024/05/images-3.jpeg,Thehealthsite.com,2.455870596586142e-53,14,34,202,4,63,
1224,https://www.ndtv.com/india-news/un-revises-indias-2024-economic-growth-projection-upwards-from-6-2-to-6-9-5681292,UN Revises India's 2024 Economic Growth Projection Upwards From 6.2 To 6.9% - NDTV,"The United Nations has revised upwards India's growth projections for 2024, with the country's economy now forecast to expand by close to seven per cent this year, mainly driven by strong public investment and resilient private consumption.",2024-05-17 02:01:59,https://c.ndtvimg.com/2023-12/0rqgd4ho_india-economy-generic-reuters_625x300_22_December_23.jpeg,NDTV News,2.197442042044223e-33,25,93,265,6,127,
1225,https://www.ndtv.com/india-news/man-behind-billboard-collapse-brought-to-mumbai-after-arrest-in-rajasthan-5681232,How Man Behind Mumbai Billboard Collapse Evaded Police For 3 Days - NDTV,"Bhavesh Bhinde, a businessman whose company was responsible for installing the billboard that collapsed in Mumbai's Ghatkopar, was arrested from Rajasthan's Udaipur last night, was brought to Mumbai this morning where he will be presented in a court.",2024-05-17 01:44:42,https://c.ndtvimg.com/2024-05/5d6olc4o_bhavesh-bhinde_625x300_17_May_24.jpg,NDTV News,0.0001177461965352446,7,13,111,9,41,
1226,https://www.aljazeera.com/news/2024/5/17/russia-ukraine-war-list-of-key-events-day-813,"Russia-Ukraine war: List of key events, day 813 - Al Jazeera English","As the war enters its 813th day, these are the main developments.",2024-05-17 01:41:15,https://www.aljazeera.com/wp-content/uploads/2024/05/AFP__20240516__34RM9XV__v1__HighRes__UkraineRussiaConflictWar-1715907657.jpg?resize=1920%2C1440,Al Jazeera English,8.34092182887513e-15,0,4,5,1,2,
1227,https://www.livemint.com/market/stock-market-news/indian-stock-market-8-key-things-that-changed-for-market-overnight-gift-nifty-dow-crosses-40-000-to-jobless-claims-11715909252872.html,"Indian stock market: 8 key things that changed for market overnight - Gift Nifty, Dow crosses 40,000 to jobless claims | Mint - Mint","Indian stock market: Gift Nifty was trading around 22,477 level, a premium of nearly 20 points from the Nifty futures’ previous close, indicating a flat-to-positive start for the Indian stock market indices.",2024-05-17 01:40:22,https://www.livemint.com/lm-img/img/2024/05/17/1600x900/im-944317_1712040884585_1715909517376.jpg,Livemint,9.0602687688e-24,27,80,301,10,104,
1228,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/aaradhya-bachchan-spotted-helping-injured-mom-aishwarya-rai-bachchan-make-her-way-to-cannes-red-carpet-watch/articleshow/110190957.cms,Aaradhya Bachchan SPOTTED helping injured mom Aishwarya Rai Bachchan make her way to Cannes red carpet - - TOI Etimes,"Everyone's favourite mother-daughter duo, Aishwarya Rai Bachchan and Aaradhaya Bachchan took over the Cannes Film Festival by storm. In a touching video that has now turned up online, Aaradhya could be seen playing her mom's perfect little helper and holding …",2024-05-17 00:44:00,"https://static.toiimg.com/thumb/msid-110191021,width-1070,height-580,imgsize-43768,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",The Times of India,0.8867261334885788,6,28,78,11,49,
1229,https://barcauniversal.com/almeria-0-2-barcelona-player-ratings/,"Fermin 9, Yamal 8 - Almeria 0-2 Barcelona: Player Ratings - Barca Universal","Playing against bottom-placed Almeria at the Estadio del Mediterraneo on Thursday night, Barcelona were clear favourites to extend their lead over Girona to four points and claim on second place in the league standings. Fermin Lopez’s early goal gave the Cata…",2024-05-17 00:16:27,https://barcauniversal.com/wp-content/uploads/2024/05/fbl-esp-liga-almeria-barcelona-1000x600.jpg,Barcauniversal.com,0.007093281122498024,45,68,256,32,111,
1230,https://timesofindia.indiatimes.com/india/dont-do-pressers-as-media-not-neutral-says-pm-modi/articleshow/110187422.cms,"Don't do pressers as media not neutral, says PM Modi - The Times of India",India News: Prime Minister Narendra Modi defended his decision to refrain from holding press conferences. He argued that the media landscape has undergone signifi,2024-05-16 19:59:00,"https://static.toiimg.com/thumb/msid-110193667,width-1070,height-580,imgsize-1447288,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",The Times of India,0.9866852560097559,30,32,156,31,98,
1231,https://www.youtube.com/watch?v=A149wK594qY,"Biden Admin’s tariffs begin trade war with China, sets up new Cold War:How we got here & what’s next - ThePrint","#cuttheclutter With the US increasing tariff rates on imports from China, concerns have widened for the global trade centre. In episode 1452 of Cut The Clutt...",2024-05-16 19:07:36,https://i.ytimg.com/vi/A149wK594qY/maxresdefault.jpg,YouTube,0.9999999999999962,0,0,0,0,0,
1235,https://timesofindia.indiatimes.com/life-style/health-fitness/web-stories/jeera-paani-benefits-10-positive-changes-in-your-body-when-you-consume-cumin-water-daily/photostory/110179698.cms,﻿Jeera Paani Benefits: 10 positive changes that happen when it is consumed daily - The Times of India,Including jeera paani or cumin water in your daily routine is an easy yet effective method to improve general health with benefit.,2024-05-17 06:30:00,"https://static.toiimg.com/thumb/msid-110179737,imgsize-1720355,width-900,height-1200,resizemode-6/110179737.jpg",The Times of India,0.041320303834250685,3,8,22,4,12,
1237,https://www.livemint.com/companies/people/who-is-prafulla-dhariwal-all-about-the-indian-brain-behind-openais-gpt4o-11715924299348.html,Who is Prafulla Dhariwal? All about the Indian brain behind OpenAI's GPT-4o | Mint - Mint,"Dhariwal, an Indian computer scientist, has emerged as the leading force behind OpenAI's latest innovation, GPT-4o. This groundbreaking model, which marks OpenAI's first natively fully multimodal AI, is poised to revolutionise the way we use computers, blendi…",2024-05-17 06:16:25,https://www.livemint.com/lm-img/img/2024/05/17/1600x900/prafulla_dhariwal_1715924944551_1715924957286.png,Livemint,0.05151614535399897,21,41,151,22,60,
2735,https://news.knowledia.com/all/all/articles/commanders-owner-appears-to-shut-down-any-hope-of-team-going-back-to-72525dc6665b8738a09121ce09022451037afe5d?source=rss,Commanders owner appears to shut down any hope of team going back to 'Redskins' nickname,"Washington Commanders team owner Josh Harris said Sunday that ""for obvious reasons"" the franchise's nickname isn't coming back to the fold. - www.foxnews.com",2024-08-26 18:23:28,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2024/08/931/523/Josh-Harris2.jpg?tl=1&ve=1,knowledia,0.00013365145014155398,11,13,62,5,28,Newsdata
1239,https://www.hindustantimes.com/cities/pune-news/air-india-flight-with-180-passengers-collides-with-tug-tractor-at-pune-airport-runway-101715924473378.html,Air India flight with 180 passengers collides with tug tractor at Pune Airport runway - Hindustan Times,"The aircraft suffered damage but no passengers were injured, news agency ANI reported.",2024-05-17 05:47:53,https://www.hindustantimes.com/ht-img/img/2024/05/17/1600x900/Air_India_file_photo_1715924611808_1715924611966.jpg,Hindustan Times,1.7842058274823942e-23,9,21,107,5,52,
1240,https://www.moneycontrol.com/technology/garena-free-fire-max-redeem-codes-for-may-17-2024-win-free-gifts-rewards-and-know-how-to-redeem-codes-article-12724746.html,"Garena Free Fire MAX redeem codes for May 17, 2024: Win free gifts, rewards, and know how to redeem codes - Moneycontrol","To maintain fairness, code redemption is capped at 500 players per day, aligning with developer guidelines to ensure equal opportunities.",2024-05-17 05:03:52,https://images.moneycontrol.com/static-mcnews/2024/05/20240517050301_garena1.jpg,Moneycontrol,9.855543914419533e-11,2,27,127,8,42,
1241,https://www.hindustantimes.com/lifestyle/health/world-hypertension-day-2024-early-signs-of-hypertension-and-step-by-step-tips-to-manage-it-101715921486286.html,World Hypertension Day 2024: Early signs of hypertension and step-by-step tips to manage it - Hindustan Times,"Headache to blurry vision, here are early signs of hypertension that you must pay attention to. Uncontrolled BP can lead to life-threatening complications. | Health",2024-05-17 05:00:55,https://www.hindustantimes.com/ht-img/img/2024/05/17/1600x900/world_hypertension_day_2024_1715921625803_1715921638419.jpg,Hindustan Times,5.189971615319055e-07,37,66,224,21,111,
1242,https://www.hindustantimes.com/india-news/what-if-bjp-doesnt-win-272-lok-sabha-seats-amit-shahs-plan-a-reply-101715921214667.html,What is BJP's Plan B if it doesn't win 272 seats in Lok Sabha elections? Amit Shah's reply - Hindustan Times,"Amit Shah said PM Modi is the biggest supporter of SC, ST and OBC reservations. | Latest News India",2024-05-17 04:55:18,https://www.hindustantimes.com/ht-img/img/2024/05/17/1600x900/Union-home-minister-Amit-Shah---PTI-_1715921425307_1715921435999.jpg,Hindustan Times,2.164685780903967e-05,18,24,157,18,88,
1243,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/watch-my-captaincy-is-simple-im-not-result-oriented-says-hardik-pandya-ahead-of-mumbai-indians-last-match-of-ipl-2024/articleshow/110195266.cms,Watch: 'My captaincy is simple...I'm not result-oriented' - says Hardik Pandya ahead of Mumbai Indians' l - The Times of India,"Cricket News: One of the most debated aspect of MI's dismal show has been the captaincy of Hardik Pandya, who took over as skipper from Rohit Sharma ahead of this s",2024-05-17 04:43:00,"https://static.toiimg.com/thumb/msid-110195288,width-1070,height-580,imgsize-39400,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",The Times of India,1.0600746034022134e-11,5,4,20,1,7,
1244,https://timesofindia.indiatimes.com/videos/international/russian-navy-burns-15-ukrainian-sea-drones-moving-toward-crimea-dramatic-footage/videoshow/110195045.cms,Russian Navy Burns 15 Ukrainian Sea Drones Moving Toward Crimea; Dramatic Footage - The Times of India,Russia’s Black Sea Fleet helicopters hand Zelensky a massive defeat. The naval attack helicopters drowned 15 unmanned sea vessels (USV) launched by Ukraine towards Crimea. The Russian Defence Ministry released a footage of its helicopters attacking 1,2024-05-17 04:28:50,"https://timesofindia.indiatimes.com/photo/msid-110195045,imgsize-74248.cms",The Times of India,9.659840638077625e-22,0,5,27,1,5,
